"index","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Weapon Desc","Status Desc","LOCATION"
"3003","221612749","2022-09-25T00:00:00.000","2022-09-25T00:00:00.000","1950","Foothill","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","25","M","H","KNIFE WITH BLADE 6INCHES OR LESS","Invest Cont","LAUREL CANYON                BL"
"3004","221416746","2022-09-21T00:00:00.000","2022-09-20T00:00:00.000","1400","Pacific","BURGLARY FROM VEHICLE, ATTEMPTED","26","M","H","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","11500    AVIATION                     BL"
"3005","221413515","2022-07-06T00:00:00.000","2022-07-02T00:00:00.000","1100","Pacific","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","53","M","H","null","Invest Cont","6800    LA TIJERA                    BL"
"3006","220414217","2022-10-12T00:00:00.000","2022-10-11T00:00:00.000","2200","Hollenbeck","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","25","M","W","null","Invest Cont","5400    DOBBS                        ST"
"3007","220710581","2022-06-19T00:00:00.000","2022-06-17T00:00:00.000","1730","Wilshire","BURGLARY","21","X","X","null","Invest Cont","8100    MELROSE                      AV"
"3008","221110255","2022-06-09T00:00:00.000","2022-06-09T00:00:00.000","2115","Northeast","BATTERY - SIMPLE ASSAULT","35","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","100 N  AVENUE 57"
"3009","221613065","2022-10-05T00:00:00.000","2022-10-04T00:00:00.000","1900","Foothill","SHOTS FIRED AT INHABITED DWELLING","67","M","H","UNKNOWN FIREARM","Invest Cont","11800    PIERCE                       ST"
"3010","221420493","2022-12-01T00:00:00.000","2022-12-01T00:00:00.000","1020","Pacific","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","32","F","H","null","Invest Cont","400    WORLD                        WY"
"3011","222016185","2022-10-22T00:00:00.000","2022-07-28T00:00:00.000","2100","Olympic","BURGLARY FROM VEHICLE","22","F","W","null","Invest Cont","1100 S  OXFORD                       AV"
"3012","222113613","2022-08-28T00:00:00.000","2022-08-28T00:00:00.000","2015","Topanga","ROBBERY","38","M","W","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","7100    CANOGA                       AV"
"3013","221701086","2022-09-25T00:00:00.000","2022-09-25T00:00:00.000","0719","Devonshire","BATTERY - SIMPLE ASSAULT","59","M","B","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","NORDHOFF"
"3014","222117151","2022-11-28T00:00:00.000","2022-11-18T00:00:00.000","1430","Topanga","THEFT PLAIN - PETTY ($950 & UNDER)","26","M","O","null","Invest Cont","22800    VENTURA                      BL"
"3015","220715745","2022-10-26T00:00:00.000","2022-10-23T00:00:00.000","1200","Wilshire","INTIMATE PARTNER - SIMPLE ASSAULT","77","F","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","500 N  HAYWORTH                     AV"
"3016","220615060","2022-08-23T00:00:00.000","2022-08-23T00:00:00.000","2310","Hollywood","BATTERY - SIMPLE ASSAULT","38","M","A","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","6300    HOLLYWOOD                    BL"
"3017","221320421","2022-11-04T00:00:00.000","2022-11-01T00:00:00.000","0600","Newton","THEFT OF IDENTITY","39","F","H","null","Invest Cont","4600    COMPTON                      AV"
"3018","220317982","2022-10-05T00:00:00.000","2022-10-05T00:00:00.000","1500","Southwest","BUNCO, PETTY THEFT","26","F","O","null","Invest Cont","3400    EDGEHILL                     DR"
"3019","221216135","2022-07-11T00:00:00.000","2022-07-10T00:00:00.000","1020","77th Street","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","44","M","B","null","Invest Cont","1800 W  77TH                         ST"
"3020","231205081","2023-01-17T00:00:00.000","2022-12-15T00:00:00.000","1230","77th Street","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","12","F","B","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","5300    CRENSHAW                     BL"
"3021","221611273","2022-08-10T00:00:00.000","2022-08-04T00:00:00.000","1657","Foothill","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","F","H","null","Invest Cont","9700    LAUREL CANYON                BL"
"3022","220910427","2022-06-15T00:00:00.000","2022-06-15T00:00:00.000","2053","Van Nuys","BATTERY POLICE (SIMPLE)","27","M","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","5500    COLBATH                      AV"
"3023","221713544","2022-06-22T00:00:00.000","2022-06-21T00:00:00.000","2130","Devonshire","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","34","M","W","null","Invest Cont","20600    TUBA                         ST"
"3024","221222333","2022-10-25T00:00:00.000","2022-10-25T00:00:00.000","1740","77th Street","CRIMINAL THREATS - NO WEAPON DISPLAYED","48","X","X","VERBAL THREAT","Adult Arrest","3200 W  59TH                         ST"
"3025","231406195","2022-09-07T00:00:00.000","2022-09-07T00:00:00.000","0725","Pacific","THEFT OF IDENTITY","40","M","W","null","Invest Cont","4400    ALLA                         RD"
"3026","221312919","2022-06-15T00:00:00.000","2022-06-09T00:00:00.000","0135","Newton","THEFT OF IDENTITY","44","F","H","null","Invest Cont","100 E  56TH                         ST"
"3027","220212922","2022-07-06T00:00:00.000","2022-07-06T00:00:00.000","1710","Rampart","INTIMATE PARTNER - AGGRAVATED ASSAULT","30","F","B","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","600    ST PAUL                      AV"
"3028","222012529","2022-07-15T00:00:00.000","2022-07-15T00:00:00.000","1740","Olympic","BATTERY - SIMPLE ASSAULT","24","M","A","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","WESTERN                      AV"
"3029","221714444","2022-10-07T00:00:00.000","2022-10-07T00:00:00.000","1745","Devonshire","INTIMATE PARTNER - SIMPLE ASSAULT","28","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","8700    AQUEDUCT                     AV"
"3030","221519166","2022-12-31T00:00:00.000","2022-12-30T00:00:00.000","0700","N Hollywood","BUNCO, GRAND THEFT","79","M","W","null","Invest Cont","10600    OTSEGO                       ST"
"3031","220619572","2022-11-29T00:00:00.000","2022-11-28T00:00:00.000","2100","Hollywood","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","50","M","W","null","Invest Cont","2000    IVAR                         AV"
"3032","221913116","2022-08-11T00:00:00.000","2022-07-28T00:00:00.000","1020","Mission","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","33","M","W","null","Invest Cont","7800    VENTURA CANYON               AV"
"3033","220219697","2022-11-04T00:00:00.000","2022-11-03T00:00:00.000","1530","Rampart","BURGLARY","30","F","H","null","Invest Cont","400    FIRMIN                       ST"
"3034","220612612","2022-07-02T00:00:00.000","2022-06-21T00:00:00.000","1056","Hollywood","THEFT OF IDENTITY","34","M","W","null","Invest Cont","1200 N  SYCAMORE                     AV"
"3035","220219972","2022-11-09T00:00:00.000","2022-11-08T00:00:00.000","1200","Rampart","THEFT OF IDENTITY","37","F","H","null","Invest Cont","2200 W  COURT                        ST"
"3036","220913207","2022-08-30T00:00:00.000","2022-08-29T00:00:00.000","1515","Van Nuys","BATTERY - SIMPLE ASSAULT","48","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","6600    VAN NUYS                     BL"
"3037","221913192","2022-08-14T00:00:00.000","2022-08-13T00:00:00.000","2115","Mission","ROBBERY","62","M","H","OTHER KNIFE","Invest Cont","WOODMAN"
"3038","220915198","2022-10-20T00:00:00.000","2022-10-19T00:00:00.000","2325","Van Nuys","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","26","M","O","null","Invest Cont","6500    VAN NUYS                     BL"
"3039","221417147","2022-09-30T00:00:00.000","2022-09-25T00:00:00.000","1713","Pacific","BURGLARY","59","M","W","null","Invest Cont","6500    ESPLANADE                    ST"
"3040","220915634","2022-11-02T00:00:00.000","2022-11-01T00:00:00.000","2015","Van Nuys","ROBBERY","38","M","H","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","6500    VAN NUYS                     BL"
"3041","220312502","2022-06-18T00:00:00.000","2022-06-18T00:00:00.000","1800","Southwest","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","24","M","W","VEHICLE","Adult Other","4700    DON MIGUEL                   DR"
"3042","220611243","2022-06-03T00:00:00.000","2022-06-03T00:00:00.000","2215","Hollywood","ATTEMPTED ROBBERY","45","F","H","HAND GUN","Invest Cont","ROMAINE"
"3043","221226040","2022-12-27T00:00:00.000","2022-12-13T00:00:00.000","1132","77th Street","THEFT PLAIN - PETTY ($950 & UNDER)","49","F","B","null","Invest Cont","3800 W  58TH                         PL"
"3044","221010889","2022-06-26T00:00:00.000","2022-06-26T00:00:00.000","0100","West Valley","ROBBERY","29","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","17700    SHERMAN                      WY"
"3045","221116720","2022-11-25T00:00:00.000","2022-11-25T00:00:00.000","1435","Northeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","51","F","H","HAND GUN","Invest Cont","4100    TRACY                        ST"
"3046","220125650","2022-12-03T00:00:00.000","2022-12-02T00:00:00.000","0210","Central","BATTERY - SIMPLE ASSAULT","20","M","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","800 N  ALAMEDA                      ST"
"3047","221413704","2022-06-23T00:00:00.000","2022-05-11T00:00:00.000","1200","Pacific","THEFT OF IDENTITY","30","F","A","null","Invest Cont","1600    LINCOLN                      BL"
"3048","221316903","2022-09-01T00:00:00.000","2022-06-01T00:00:00.000","0407","Newton","THEFT OF IDENTITY","45","F","B","null","Invest Cont","1000 E  25TH                         ST"
"3049","220317624","2022-10-01T00:00:00.000","2022-09-30T00:00:00.000","2200","Southwest","INTIMATE PARTNER - AGGRAVATED ASSAULT","43","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","WESTHAVEN"
"3050","221113460","2022-09-03T00:00:00.000","2022-09-02T00:00:00.000","2000","Northeast","VIOLATION OF RESTRAINING ORDER","52","M","H","null","Adult Other","2700    COLORADO                     BL"
"3051","221216678","2022-07-29T00:00:00.000","2022-07-29T00:00:00.000","1505","77th Street","INTIMATE PARTNER - SIMPLE ASSAULT","41","F","B","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","2400 W  SLAUSON                      AV"
"3052","220814505","2022-09-14T00:00:00.000","2022-09-13T00:00:00.000","2200","West LA","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","25","M","W","null","Invest Cont","8800    OLIN                         ST"
"3053","221712319","2022-08-09T00:00:00.000","2022-08-08T00:00:00.000","1020","Devonshire","THEFT OF IDENTITY","38","F","H","null","Invest Cont","10800    WOODLEY                      AV"
"3054","220320690","2022-11-23T00:00:00.000","2022-11-22T00:00:00.000","1938","Southwest","CRIMINAL THREATS - NO WEAPON DISPLAYED","29","F","H","VERBAL THREAT","Adult Arrest","4800    AUGUST                       ST"
"3055","220812723","2022-07-31T00:00:00.000","2022-07-27T00:00:00.000","1745","West LA","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","48","F","B","null","Invest Cont","1900 S  ROBERTSON                    BL"
"3056","220711978","2022-07-22T00:00:00.000","2022-07-10T00:00:00.000","1000","Wilshire","BURGLARY FROM VEHICLE","32","F","H","null","Invest Cont","500 N  LAS PALMAS                   AV"
"3057","221100872","2022-09-07T00:00:00.000","2022-09-07T00:00:00.000","2320","Northeast","DISCHARGE FIREARMS/SHOTS FIRED","25","M","H","SEMI-AUTOMATIC PISTOL","Invest Cont","300    AMABEL                       ST"
"3058","221221808","2022-10-14T00:00:00.000","2022-10-14T00:00:00.000","1930","77th Street","THEFT OF IDENTITY","60","M","I","null","Invest Cont","5700    9TH                          AV"
"3059","221224202","2022-11-27T00:00:00.000","2022-11-27T00:00:00.000","0320","77th Street","ROBBERY","28","F","H","HAND GUN","Invest Cont","69TH                         ST"
"3060","221321348","2022-11-23T00:00:00.000","2022-11-23T00:00:00.000","1500","Newton","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","44","M","B","FOLDING KNIFE","Adult Arrest","CENTRAL                      ST"
"3061","220213149","2022-07-11T00:00:00.000","2022-07-11T00:00:00.000","1800","Rampart","ATTEMPTED ROBBERY","42","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","700 S  BIXEL                        ST"
"3062","220414305","2022-10-14T00:00:00.000","2022-10-13T00:00:00.000","1830","Hollenbeck","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","64","F","A","null","Invest Cont","1700 E  CESAR E CHAVEZ               AV"
"3063","222115946","2022-10-27T00:00:00.000","2022-10-27T00:00:00.000","1210","Topanga","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","M","X","null","Invest Cont","8200    TOPANGA CANYON               BL"
"3064","220321582","2022-12-09T00:00:00.000","2022-12-07T00:00:00.000","1400","Southwest","BURGLARY","50","F","W","null","Invest Cont","1000 W  MARTIN LUTHER KING JR        BL"
"3065","221519160","2022-12-31T00:00:00.000","2022-12-31T00:00:00.000","0105","N Hollywood","BATTERY - SIMPLE ASSAULT","55","M","O","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","11600    MAGNOLIA                     BL"
"3066","220416577","2022-12-21T00:00:00.000","2022-12-21T00:00:00.000","2040","Hollenbeck","BATTERY - SIMPLE ASSAULT","73","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","5100    ITHACA                       AV"
"3067","220113463","2022-06-02T00:00:00.000","2022-05-23T00:00:00.000","0900","Central","BURGLARY","20","M","B","null","Invest Cont","900    YALE                         ST"
"3068","220512481","2022-08-12T00:00:00.000","2022-08-12T00:00:00.000","1805","Harbor","TRESPASSING","49","F","B","null","Invest Cont","200 W  OLIVER                       ST"
"3069","221219432","2022-09-01T00:00:00.000","2022-09-01T00:00:00.000","1115","77th Street","THEFT OF IDENTITY","34","F","H","null","Invest Cont","6300    BRYNHURST                    AV"
"3070","222011139","2022-06-13T00:00:00.000","2022-06-13T00:00:00.000","1600","Olympic","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","56","M","A","null","Invest Cont","NORMANDIE                    AV"
"3071","221421685","2022-12-30T00:00:00.000","2022-12-30T00:00:00.000","1300","Pacific","BUNCO, GRAND THEFT","78","M","W","null","Invest Cont","3700    VIA DOLCE"
"3072","221614435","2022-11-20T00:00:00.000","2022-11-03T00:00:00.000","1530","Foothill","THEFT OF IDENTITY","61","F","H","null","Invest Cont","11500    FELLOWS                      AV"
"3073","220513445","2022-09-07T00:00:00.000","2022-09-07T00:00:00.000","2120","Harbor","INTIMATE PARTNER - SIMPLE ASSAULT","28","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","BEACON"
"3074","220510131","2022-06-12T00:00:00.000","2022-06-12T00:00:00.000","2140","Harbor","INTIMATE PARTNER - SIMPLE ASSAULT","34","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Arrest","600 W  24TH                         ST"
"3075","220114979","2022-06-26T00:00:00.000","2022-06-14T00:00:00.000","1625","Central","THEFT OF IDENTITY","46","M","B","null","Invest Cont","600 S  SANTA FE                     AV"
"3076","220717587","2022-12-09T00:00:00.000","2022-12-09T00:00:00.000","0818","Wilshire","BATTERY - SIMPLE ASSAULT","36","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","100    LA CIENEGA                   BL"
"3077","220126069","2022-12-09T00:00:00.000","2022-11-25T00:00:00.000","1200","Central","BURGLARY","58","M","W","null","Invest Cont","300    AVERY                        ST"
"3078","221011544","2022-07-13T00:00:00.000","2022-07-10T00:00:00.000","1804","West Valley","BURGLARY","34","M","W","null","Invest Cont","8100    VANALDEN                     AV"
"3079","221110501","2022-06-17T00:00:00.000","2022-06-16T00:00:00.000","1300","Northeast","BURGLARY FROM VEHICLE","23","M","W","null","Invest Cont","2200 N  VERMONT                      AV"
"3080","220514076","2022-09-23T00:00:00.000","2022-09-21T00:00:00.000","1700","Harbor","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","30","M","O","null","Invest Cont","1400 W  STONEWOOD                    CT"
"3081","220215990","2022-09-06T00:00:00.000","2022-09-02T00:00:00.000","0700","Rampart","THEFT OF IDENTITY","62","M","H","null","Invest Cont","2300 W  6TH                          ST"
"3082","221415590","2022-08-22T00:00:00.000","2022-08-21T00:00:00.000","1710","Pacific","BURGLARY","75","M","W","null","Invest Cont","3100    STANFORD                     AV"
"3083","220710053","2022-06-05T00:00:00.000","2022-06-02T00:00:00.000","1800","Wilshire","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","50","M","H","null","Invest Cont","6000    CASHIO                       ST"
"3084","220916270","2022-11-17T00:00:00.000","2022-10-25T00:00:00.000","1200","Van Nuys","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","23","F","O","null","Invest Cont","7600    VAN NUYS                     BL"
"3085","221715318","2022-10-27T00:00:00.000","2022-10-27T00:00:00.000","1745","Devonshire","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","30","F","W","CLUB/BAT","Adult Arrest","16700    HORACE                       ST"
"3086","220715891","2022-10-29T00:00:00.000","2022-10-29T00:00:00.000","1300","Wilshire","PICKPOCKET","62","M","B","null","Invest Cont","MELROSE"
"3087","220510798","2022-06-30T00:00:00.000","2022-06-25T00:00:00.000","1230","Harbor","THEFT PLAIN - PETTY ($950 & UNDER)","71","F","W","null","Invest Cont","25300    PINE CREEK                   LN"
"3088","220414122","2022-10-09T00:00:00.000","2022-10-09T00:00:00.000","1845","Hollenbeck","INTIMATE PARTNER - SIMPLE ASSAULT","58","F","X","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","3300 N  MISSION                      RD"
"3089","231210728","2023-04-20T00:00:00.000","2022-12-31T00:00:00.000","1440","77th Street","THEFT OF IDENTITY","73","F","B","null","Invest Cont","1700 W  80TH                         ST"
"3090","221009960","2022-06-03T00:00:00.000","2022-06-02T00:00:00.000","2230","West Valley","INTIMATE PARTNER - SIMPLE ASSAULT","33","F","O","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","6900    ZELZAH                       AV"
"3091","220215890","2022-08-26T00:00:00.000","2022-08-09T00:00:00.000","0010","Rampart","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","41","F","K","null","Invest Cont","600    ST PAUL                      AV"
"3092","221110231","2022-06-08T00:00:00.000","2022-05-27T00:00:00.000","1000","Northeast","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","72","M","W","null","Invest Cont","1900    PHILLIPS                     WY"
"3093","220212165","2022-06-20T00:00:00.000","2022-06-20T00:00:00.000","1410","Rampart","ATTEMPTED ROBBERY","65","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","VIRGIL                       AV"
"3094","220114583","2022-06-19T00:00:00.000","2022-06-19T00:00:00.000","2120","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","30","F","O","null","Invest Cont","400 S  SPRING                       ST"
"3095","220912978","2022-08-24T00:00:00.000","2022-08-23T00:00:00.000","0012","Van Nuys","TRESPASSING","37","M","H","null","Invest Cont","14500    CLARK                        ST"
"3096","220115853","2022-07-07T00:00:00.000","2022-07-07T00:00:00.000","0935","Central","THEFT OF IDENTITY","26","M","O","null","Invest Cont","500 W  CESAR E CHAVEZ               AV"
"3097","220315020","2022-08-12T00:00:00.000","2022-08-12T00:00:00.000","0840","Southwest","BATTERY - SIMPLE ASSAULT","41","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Arrest","2500 S  MANSFIELD                    AV"
"3098","220117198","2022-07-31T00:00:00.000","2022-07-27T00:00:00.000","0600","Central","BURGLARY FROM VEHICLE","27","F","H","null","Invest Cont","1200 S  HILL                         ST"
"3099","221713041","2022-09-01T00:00:00.000","2022-09-01T00:00:00.000","1215","Devonshire","INTIMATE PARTNER - SIMPLE ASSAULT","31","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Arrest","19000    BRYANT                       ST"
"3100","220814309","2022-09-03T00:00:00.000","2022-09-03T00:00:00.000","1800","West LA","BURGLARY FROM VEHICLE","68","M","W","null","Invest Cont","11400 W  OLYMPIC                      BL"
"3101","221608973","2022-06-02T00:00:00.000","2022-06-01T00:00:00.000","1222","Foothill","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","74","M","H","null","Invest Cont","VAN NUYS                     BL"
"3102","221709968","2022-06-05T00:00:00.000","2022-06-05T00:00:00.000","0541","Devonshire","EXTORTION","37","M","H","null","Invest Cont","10600    RESEDA                       BL"
"3103","220320955","2022-11-29T00:00:00.000","2022-11-29T00:00:00.000","0730","Southwest","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","26","M","H","null","Adult Arrest","27TH                         ST"
"3104","221420974","2022-12-15T00:00:00.000","2022-12-14T00:00:00.000","2200","Pacific","INTIMATE PARTNER - SIMPLE ASSAULT","34","M","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","1400    VENICE                       BL"
"3105","220715933","2022-10-30T00:00:00.000","2022-10-30T00:00:00.000","1011","Wilshire","VIOLATION OF COURT ORDER","43","F","A","null","Adult Arrest","1700 S  SPAULDING                    AV"
"3106","220812307","2022-07-21T00:00:00.000","2022-07-07T00:00:00.000","1340","West LA","BIKE - STOLEN","32","F","C","null","Invest Cont","2400 S  SEPULVEDA                    BL"
"3107","220816712","2022-11-10T00:00:00.000","2022-11-08T00:00:00.000","1725","West LA","THEFT PLAIN - PETTY ($950 & UNDER)","20","M","W","null","Invest Cont","400    GAYLEY                       AV"
"3108","221818598","2022-10-06T00:00:00.000","2022-10-06T00:00:00.000","0330","Southeast","TRESPASSING","38","F","H","null","Invest Cont","120TH                        ST"
"3109","221412521","2022-06-16T00:00:00.000","2022-03-31T00:00:00.000","1630","Pacific","THEFT OF IDENTITY","26","M","O","null","Invest Cont","5700 W  CENTINELA                    AV"
"3110","221219425","2022-08-30T00:00:00.000","2022-08-30T00:00:00.000","0205","77th Street","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","25","F","H","null","Invest Cont","W  51ST                         ST"
"3111","221112188","2022-08-01T00:00:00.000","2022-07-31T00:00:00.000","0945","Northeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","34","M","C","null","Invest Cont","3600    LOS FELIZ                    BL"
"3112","221916775","2022-11-12T00:00:00.000","2022-11-12T00:00:00.000","1000","Mission","BATTERY - SIMPLE ASSAULT","51","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","14800    PARTHENIA                    ST"
"3113","220415990","2022-12-04T00:00:00.000","2022-12-04T00:00:00.000","0800","Hollenbeck","VIOLATION OF RESTRAINING ORDER","45","M","H","null","Invest Cont","700 S  FRESNO                       ST"
"3114","221223673","2022-11-16T00:00:00.000","2022-11-16T00:00:00.000","0821","77th Street","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","56","F","B","null","Invest Cont","7300 S  FIGUEROA                     ST"
"3115","232006179","2023-02-22T00:00:00.000","2022-03-01T00:00:00.000","1400","Olympic","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","51","M","A","null","Invest Cont","700 S  WESTERN                      AV"
"3116","220117307","2022-07-18T00:00:00.000","2022-07-09T00:00:00.000","1000","Central","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","35","M","H","null","Invest Cont","1100 S  OLIVE                        ST"
"3117","221614500","2022-11-23T00:00:00.000","2022-11-22T00:00:00.000","2151","Foothill","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","25","M","H","CONCRETE BLOCK/BRICK","Adult Other","11400    HERRICK                      AV"
"3118","220322020","2022-12-17T00:00:00.000","2022-12-17T00:00:00.000","1323","Southwest","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","21","X","X","null","Invest Cont","3600 S  VERMONT                      AV"
"3119","221114976","2022-10-11T00:00:00.000","2022-10-11T00:00:00.000","2230","Northeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","26","M","H","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","AVENUE 52"
"3120","220125781","2022-12-04T00:00:00.000","2022-12-04T00:00:00.000","2035","Central","BIKE - STOLEN","43","M","H","null","Invest Cont","1300 S  HOPE                         ST"
"3121","222114031","2022-09-08T00:00:00.000","2022-08-30T00:00:00.000","1650","Topanga","THEFT OF IDENTITY","41","F","H","null","Invest Cont","21900    ARMINTA                      ST"
"3122","220715677","2022-10-24T00:00:00.000","2022-10-24T00:00:00.000","1715","Wilshire","THEFT PLAIN - PETTY ($950 & UNDER)","21","X","X","null","Invest Cont","100    THE GROVE                    DR"
"3123","220817150","2022-11-21T00:00:00.000","2022-11-16T00:00:00.000","1140","West LA","THEFT PLAIN - PETTY ($950 & UNDER)","50","M","W","null","Invest Cont","1200 S  BARRINGTON                   AV"
"3124","220124114","2022-11-08T00:00:00.000","2022-11-04T00:00:00.000","2200","Central","BURGLARY FROM VEHICLE","35","M","W","null","Invest Cont","W  2ND"
"3125","221912156","2022-07-15T00:00:00.000","2022-07-15T00:00:00.000","0335","Mission","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","67","F","H","null","Invest Cont","10700    SHARP                        AV"
"3126","220815038","2022-09-28T00:00:00.000","2022-09-27T00:00:00.000","1800","West LA","BURGLARY FROM VEHICLE","41","F","O","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","1300    VETERAN                      AV"
"3127","220213416","2022-07-17T00:00:00.000","2022-07-17T00:00:00.000","2250","Rampart","SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT","31","M","A","UNKNOWN FIREARM","Invest Cont","GLENDALE"
"3128","220913304","2022-08-31T00:00:00.000","2022-08-30T00:00:00.000","0340","Van Nuys","BURGLARY FROM VEHICLE","25","F","W","null","Invest Cont","14800    HARTSOOK                     ST"
"3129","220120394","2022-09-13T00:00:00.000","2022-09-12T00:00:00.000","2245","Central","BURGLARY FROM VEHICLE","58","F","W","null","Invest Cont","900 W  OLYMPIC                      BL"
"3130","220212251","2022-06-03T00:00:00.000","2022-06-03T00:00:00.000","1105","Rampart","THEFT OF IDENTITY","43","F","H","null","Invest Cont","700 S  BONNIE BRAE                  ST"
"3131","221918282","2022-12-23T00:00:00.000","2022-12-19T00:00:00.000","1425","Mission","THEFT PLAIN - PETTY ($950 & UNDER)","29","F","H","null","Invest Cont","13800    SAYRE                        ST"
"3132","221711299","2022-07-16T00:00:00.000","2022-07-15T00:00:00.000","1100","Devonshire","BUNCO, PETTY THEFT","24","F","A","null","Invest Cont","17800    SUPERIOR                     ST"
"3133","222018261","2022-12-03T00:00:00.000","2022-12-03T00:00:00.000","0641","Olympic","THEFT OF IDENTITY","23","F","H","null","Invest Cont","2200 W  15TH                         ST"
